Title,Artist,Year,Popularity,Duration (s),Tempo (bpm)
A New Chapter,Alexandre Desplat & Aaron Zigman,2007,0,90.01751,109.876
Asian Spacestation,Monomen,2007,0.416029376,217.23383,142.987
Amphetamine,Everclear,1997,0.680888226,214.96118,192.903
Alleiner,Jupiter Jones,2007,0.519448581,186.85342,185.295
Ami: âme: amen,Gabriel Yacoub,2004,nan,140.61669,74.868
A Fuego Violento,Electrocutango,2004,0.556928048,245.86404,91.98
A Love That Won't Walk Away,Kathy Troccoli,2002,0,235.20608,90.647
Asking For It,Hole,1994,0.85083772,209.44934,122.624
Assassins In The House Of God (Album Version),All Out War,2007,0.474882706,228.46649,99.108
A la hora de amar,Diego Martin,2005,nan,214.88281,102.001
Aerial Silver,Tim Hecker,2004,nan,217.99138,89.448
A Place,The RH Factor,2006,0.623751773,262.73914,96.816
Another Place,Jeff Beck,1999,0.577155946,107.93751,109.866
Altre F.D.V.,Bluvertigo,1997,nan,343.95383,145.993
A Lullaby To Help You Die,Cancerslug,2007,0.459157901,106.762,167.592
Airy Man Blues,Papa Charlie Jackson,1924,nan,166.71302,118.449
Aloha,Renaissance Man,2009,0.304169503,397.24363,122.964
Anatomy Of Your Enemy,Anti-Flag,2002,0.573019828,182.5171,141.988
Am180,Story One,2007,nan,200.07138,129.516
Agony In Her Body,Sage Francis,2005,0.614576982,257.33179,91.665
All That Matters,Shattered Realm,2005,0.546843274,99.57832,170.187
Abandon Ship Or Abandon All Hope,Four Year Strong,2007,0.698430555,213.28934,92.518
Atta Clap (Album),Sizzla,2010,0.511424326,244.55791,126.356
Another Breakfast With You,Ladytron,1999,0.749169753,183.74485,109.989
Autumn,Haste The Day,2002,0.748765571,182.69995,135.987
ABC,Jackson 5,1970,nan,172.82567,93.85
A Kansas City Shuffle,Knives Exchanging Hands,2009,0.463109464,282.14812,141.371
Alphabeti,Clatterbox,1996,nan,149.68118,131.215
All Nite Long,Jefferson Starship,1978,0.372530039,394.65751,140.423
All The Pretty Li'l Horses,Shawn Colvin,1998,0.304169503,103.23546,147.692
Averti Addosso,Gino Paoli,1988,0.360370583,228.98893,124.1
All Life Ends - live,At The Gates,1994,0.713848223,316.57751,96.272
Apartment Thunder (eros  sacrifice),David Toop,2003,0.324058699,206.00118,112.412
Amerikkaan Amerikkaan,Yölintu,2002,nan,195.99628,194.591
Abrasion,Pole Folder,2005,0.447784051,360.09751,150.015
About To Happen,Siouxsie,2007,nan,169.84771,119.999
A Little Gasoline,Terri Clark,2000,0.716938011,188.60363,153.323
Aposté Por Ti,Malú,1999,0.212045405,273.08363,120.455
Ants in My Hands,Modey Lemon,2003,0.270775999,184.89424,92.286
Absent,Beyond The Embrace,2004,0.479116089,277.75955,153.884
A Matter Of Time,Shooter Jennings,2007,0.38293509,364.43383,83.783
A Coming Race,HYPOCRISY,1997,nan,306.72934,136.218
A Pat On The Back,Venerea,2001,0.376169925,191.76444,194.402
A Sure Shot,CALLA,2007,0.450992312,322.82077,146.026
Adult Situations (Album Version),Bob James,1988,0.266955186,428.85179,140.829
Addio,Finley,2006,nan,172.66893,100.033
Ambidextrous (LP Version),Eddie Harris,1977,0,224.13016,118.94
Amor Tonight,Omnium Gatherum,2003,0.489038209,261.19791,107.574
Auf der guten Seite,Sportfreunde Stiller,2002,0.729029832,224.9922,89.95
Al Mundo Dios Amó,Jaci Velásquez,1999,0.274348652,311.58812,89.637
Apocalypso,The Monochrome Set,1980,0.474147941,217.02485,125.363
A Different Light,Marine Girls,1983,0.489038209,142.15791,89.518
Anything,Martina Topley Bird,2003,0.798809552,265.09016,90.02
A Dónde Va Nuestro Amor?,Angélica Maria,1997,0,182.67383,92.039
Ardera Sempre,Miranda Sex Garden,1993,0.578894842,290.48118,114.797
Arc Of Ra,Anubian Lights,1995,nan,489.19465,99.836
Almost Doesn't Count ( LP Version ),Brandy,1998,0.873753271,218.46159,143.084
Aries,Unearth,2004,0.621456638,159.76444,168.118
Albert Einstein (Russian),Silicon Dream,1998,nan,430.0273,115.333
A Little Of This  (LP Version),Grand Puba,1995,0.511424326,220.39465,168.982
Apeiron,Eddie Palmieri,2002,0,245.7073,72.139
A Nos Actes Manqués,Jean-Jacques Goldman,1991,0.57325442,384.49587,110.808
Another Good Man,Brian Vander Ark,2005,nan,255.242,143.917
An Arrow for yr Heart,Pacific Ocean Fire,2006,0.215080319,255.55546,89.876
Avondale,Mick Moloney,1991,0,240.06485,106.659
Apparition (Album Version),Coal Chamber,2003,nan,147.9571,121.481
Africano/Power,Earth_ Wind & Fire,1984,nan,344.00608,140.128
Amnesia,Alex Bartlett,2001,nan,399.93424,132.98
A House Is Not A Home,Luther Vandross,1981,nan,427.54567,95.21
Aquamarine,Kotaro Oshio,2004,nan,240.3522,181.018
Apache County,Abilene,2002,nan,311.27465,96.448
Arms Of Love (2010 Version),Amy Grant,2010,0.585765424,178.83383,133.847
And You Know,The Gossip,2001,0.659280794,108.01587,139.194
Ahora para qué,Omara Portuondo,2002,0.246865094,218.56608,113.522
Apparitions,Backyard Tire Fire,2007,0,214.56934,153.361
Always,Blink-182,2003,0.770047089,251.89832,158.262
Arson,The Yips,1996,nan,181.9424,95.07
All Shall Fall,IMMORTAL,2009,0.675403122,358.00771,102.527
Arizona Bay,Soulsavers,2007,0.559180914,298.13506,97.141
America The Beautiful,Ronnie Milsap,2001,0.259208268,221.51791,182.811
Anything I Say Can and Will Be Used Against You,T-Bone Burnett,2008,nan,240.32608,142.637
A Year,Sandy Mouche,2004,0,311.37914,123.404
Arroyo [LP Version],Billy Cobham,2000,0,251.37587,121.742
Argha Noah,Nightmares On Wax,1999,0.590252715,476.1073,151.951
A Small Setback To A Great Comeback,Her Space Holiday,2005,nan,145.99791,133.734
Airport Security,Lewis Black,2003,0.677480828,819.9571,113.596
Already Numb,Loner,2009,nan,299.75465,150.057
Asti Spumante,The Auteurs,1999,0.407233015,207.49016,92.027
Africa,George Howard,1998,0,339.22567,71.133
Anjelica,The Comsat Angels,1995,nan,244.97587,111.878
Animal,Blake Jarrell,2008,0,557.73995,126.984
At Home Inside Me,Justin Currie,2010,0.290884482,150.67383,120.163
All criminals,Rapoon,1997,0.212045405,268.45995,156.363
Ah-E-A-Oh,Shaggy Featuring Sylvia,1993,0.431394611,245.99465,97.05
All Of Me,Les Gammas,2000,0.757301234,205.16526,97.24
Angels,Jim Brickman,1997,0.215080319,194.53342,163.671
Always The Love Songs,Eli Young Band,2008,0.711023798,221.962,150.074
Alfie,Trijntje Oosterhuis,2006,0.439202489,275.22567,140.156
Ava Braun,Calico System,2005,0.413752422,177.73669,85.811
Amor Sin Rodeos,Bobby Pulido,2001,nan,215.71873,190.366
Always,Amon Tobin,2007,nan,220.65587,117.993
Alive But Not Amused,Abalone Dots,2007,nan,185.65179,127.261
Ara Vinc D'Enlloc,Gertrudis,2007,nan,200.59383,158.764
Asunción En Avión,Tam Tam Go!,1990,0.19107378,221.83138,129.303
A Gift For Melody Anne,The Avett Brothers,2004,0.75163279,244.61016,144.939
Another God,Alastis,2001,0.431394611,215.95383,221.173
Antidote (Album Version),Now It's Overhead,2004,nan,326.55628,111.638
As Rome Burns,Primordial,2007,nan,501.21098,107.671
Anna,Hello Saferide,2008,0.648557471,189.77914,132.816
All You Wanted (Album Version),Michelle Branch,2001,0.52973437,217.67791,96.076
Alibis,Moev,1986,nan,275.01669,118.611
Amen,Rotary Connection,1967,0.503381236,241.73669,111.658
Almost Done,Morcheeba,1996,0.624490901,398.91546,127.918
All I Can Say,Love Joys,2001,nan,222.01424,85.355
Awaken The People (healing Song) (Album Version),Burning Sky,1999,nan,133.48526,152.522
A Matter Of Size,Doug Stanhope,2000,0.468997788,80.61342,107.682
Anatomy,Philip Jeck,1995,0,517.43302,166.715
All Saints,The Sterns,2007,nan,178.23302,155.98
A Hundred Stories (LP Version),Aloha,2000,0.536727033,174.28853,96.542
All That I Can't Keep,Watashi Wa,2006,0.594553964,274.15465,142.092
Atlantic City,Real Estate,2009,0.768113052,109.87057,100.46
Abort the Mission,Michael Hoenig,2006,0.229144104,144.66567,104.464
Arabesque,Sweetback,1996,0.495453137,217.12934,150.209
All In All,Rotersand,2005,0.602380995,312.08444,131.936
Anphisbena,Opera IX,2004,0.489039899,462.39302,127.979
Angels,By Divine Right,2001,nan,312.16281,130.73
Adeus América,João Gilberto,1987,0.334706549,313.28608,135.452
All The Little Things,Andrew Weatherall,2009,0.521314064,293.92934,240.301
Angel Of The Morning,Juice Newton,1981,nan,254.04036,75.726
All Night Long,SWV;Babyface;Reggie Griffin,1995,0.454192988,271.96036,155.769
All She Wants Is (US Master Mix),Duran Duran,1988,0.413739836,438.62159,122.062
Abrakadabra,Lexy & K-Paul,2009,0.520564622,247.74485,125.999
All Shook Up,Suzi Quatro,1973,0.677390429,229.8771,146.539
Alé Lo,Ismaël Lo,1992,0.324058699,250.38322,124.678
Asesinos Profesionales,Todos Tus Muertos,1998,0.422845272,348.21179,147.287
Ain't Life Grand,Black Label Society,2000,0.680222289,279.37914,81.966
African Pirates,Nightmares On Wax,2006,nan,385.07057,114.925
Ambulance,Armitage Shanks,1994,nan,82.83383,117.873
Administrative Decisions,Sacred Reich,1987,0.53465524,220.23791,214.156
Alive (Album Version),Ayiesha Woods,2008,0,248.13669,187.427
Agapiso,Ghetonia,1997,nan,161.56689,109.123
Astral Spirits,Joe McPhee,2001,0.38293509,650.08281,92.527
A Ripple in Time (Live),Tiller's Folly,2004,nan,243.46077,172.29
Amy,G. Love,2004,0.310791536,135.67955,140.94
As I Sat Sadly By Her Side,Nick Cave & The Bad Seeds,2002,0.76510178,373.34159,102.86
Angel Cry,Corbin Bleu,2009,0.436751763,211.19955,125.913
Ain't That Peculiar (2003 Digital Remaster),Japan,1980,nan,281.23383,107.271
A Message To Martha (Kentucky Bluebird),Adam Faith,2003,nan,190.11873,90.012
Another Thought (A Sudden Chill),Arthur Russell,1994,nan,163.99628,80.298
Appletree,Erykah Badu,1997,nan,273.03138,189.755
Answers In The Eyes,Across Five Aprils,2004,0.443291312,235.12771,171.032
Air,Ian O'Brien,2001,nan,49.71057,181.827
All I Do Is Dream of You,Gene Kelly,1995,0.66543103,188.44689,39.95
Apartment 4,Boys Night Out,2007,0.526837034,231.94077,85.953
Amma,The Nommos,1998,nan,520.35873,135.1
A Shorter Path #2,Karl Denson,2001,0.537503904,444.89098,105.136
Arcarsenal,At The Drive-In,2000,0.894233254,175.09832,88.051
Angular Art,Andrea Parker,2000,0.376169925,445.49179,79.898
A Tu Lado,Julieta Venegas,2003,0.697465422,196.91057,127.929
Aqui Esta Mi Amor,La Mafia,1991,0.282721803,225.41016,162.044
American Generation,Ritchie Family,1991,0.334706549,295.60118,126.643
Aurora,Iarla Ó Lionáird,2005,0.215080319,338.52036,123.168
Autumngirlsoup,Kirsty MacColl,2000,0.585979766,234.1873,161.846
Ave Maria,Perry Como,1968,0.304169503,285.20444,173.173
At The Speed Of A Yellow Bullet (Album Version),Head Automatica,2004,0.732251415,134.86975,76.724
A Quick B,Elmer Gantry's Velvet Opera,1968,0,180.84526,108.458
A Desperate Action,Scarlet's Remains,2007,0.476248227,203.80689,103.932
A Life To Die For,Treat,2010,0.590452058,261.01506,134.055
And If Venice Is Sinking,Spirit of the West,1993,0.485122364,231.96689,131.876
Alle in Einem,Kool Savas,2002,0.563661568,207.20281,102.547
Antes de marchar,Rebeca Jimenez,2008,0.367273416,230.68689,88.324
Absent In Death,Coalesce,2009,0.515313991,155.79383,97.034
Abba Amma (Babylon Destroyer),Current 93,2006,nan,199.73179,123.394
A Message by His Holiness the Maharashi Pihnkhy,The Pinker Tones,2004,nan,51.17342,128.885
A Little Bit of Something,The Lovethugs,2003,0,252.89098,127.443
Ascension,Denis Naidanow,2006,nan,490.60526,128.009
As Time Goes By,Mantovani & His Orchestra / Mantovani,1964,nan,215.53587,96.507
Animal Ghosts,Abe Vigoda,2008,0.66279005,109.06077,112.691
Ain't that a lot of love,The Box Tops,1998,0.215080319,149.49832,117.564
A Year And A Bit,Voicst,2008,0.628990417,226.01098,125.945
Adam,Richie Havens,1967,0.517376318,217.12934,124.438
Another Morning,Béla Fleck,1984,nan,211.33016,121.114
Alice's Restaurant Massacre (LP Version),Arlo Guthrie,1967,0.430160637,1116.96934,154.971
A Safe Place,Coalesce,1997,0.532378405,173.322,92.163
After The Fall (Album Version),Course Of Nature,2002,0.494489518,236.14649,121.052
Apathetic,Lunachicks,1992,0.478726288,155.74159,111.986
Amiga (gracias por venir...),Miguel Bose,2004,nan,341.15873,83.992
Aint Gonna Tell,Faye Adams,1961,0.215080319,148.92363,79.701
Adios abanico_ que llego el aire,Extremoduro,1989,0.538306731,217.83465,78.882
Arkansas Revisited,The Brian Jonestown Massacre,1999,0.478726288,806.03383,74.377
Automaerk,Zombie Nation,1999,0.430160637,242.52036,120.154
Anfangsstadium,Creutzfeld & Jakob,2000,nan,255.05914,83.969
Alive In Arms (Proem Remix),Blamstrain,2005,0.266955186,304.45669,0
Ambush,Beherit,1995,0.494469709,312.92036,77.521
Avalanche,Disillusion,2006,0.634914267,305.78893,104.241
A Bit Patchy,Switch,2008,0.705629189,456.82893,125.961
Ade Euphorie,Bosse,2006,0.506270994,227.36934,184.853
All For One,Divinefire,2006,0.367273416,270.62812,154.8
Access And Amplify (FGFC820 Mix),Icon Of Coil,2004,0.215080319,320.67873,141.607
A Mano,Sr Chinarro,2008,0.433861382,174.21016,98.049
As I Roved Out (Live),Tiller's Folly,2004,nan,262.68689,129.806
A Fish on Land,Lhasa De Sela,2009,0.565451012,243.22567,101.177
Automatic,The Pointer Sisters,1984,nan,275.80036,113.965
After the Last Tear Falls,Andrew Peterson,2003,0.692503779,315.03628,104.92
A Generation Of The Lost (The Naked Lie Rmx),Frozen Plasma,2006,nan,352.86159,129.992
Amolação,Skank,1994,nan,155.61098,132.355
All I Need (Undercover Agency),Andy Caldwell,2001,0.388500367,410.40934,124.994
Ain't Gonna Watch You No Mo',Southside Movement,1974,0.212045405,371.74812,115.712
Anima Fragile,Vasco Rossi,1980,nan,244.87138,121.531
Augustiljus,Mr Jones Machine,2007,0.496416077,266.13506,126.005
A Song for Karen Carpenter,Charlie Hunter,2008,0.439202489,351.60771,121.068
Angel,Kirsty MacColl,1993,0.265861049,488.41098,89.907
Amazonas,Joao Donato,1965,nan,129.27955,165.71
Atze Lehmann,Reinhard Mey,1975,nan,362.1873,99.66
Apresentação de Philippe Baden Powell,Baden Powell & filhos,2002,nan,84.4273,74.848
ah_ Weir,Yeasayer,2007,nan,81.3971,110.962
Aamuaurinkoon,Katri Ylander,2006,nan,254.69342,132.358
Anthem,Leonard Cohen,1992,nan,440.55465,100.826
Amor Y Lujo,Monica Naranjo,2008,nan,394.03057,121.719
Angels We Have Heard On High,Eric Tingstad/Nancy Rumbel,1988,0.246865094,92.76036,120.417
A Freylekhs Nokh dem Khuppah,Frank London´s Klezmer Brass Allstars,2002,0.377531645,198.73914,106.424
Abrázame Inocentemente -Del Lemur A La Boa,Luis Alberto Spinetta,2001,nan,402.33751,107.48
Atlantic Lungs,Thieves And Villains,2008,0.484907258,176.69179,152.065
Attack Of The Cenobites,ZombieSuckers,2010,nan,172.69506,105.67
Andromeda Sunrise,Dali's Dilemma,1999,0.501493862,120.71138,147.93
Always Here,Freekbass,2003,nan,184.21506,120.518
Apeiron,Raintime,2007,0.659622024,261.22404,102.507
A Thing For Me,Metronomy,2008,0.780239061,210.07628,150.028
Attentaatti,Maj Karma,2006,0.674667092,165.51138,175.106
Ascension (Don't Ever Wonder),Maxwell,1996,0.823560608,346.122,96.056
A Real Goodun',Joey Defrancesco,1995,0.253834736,427.17995,106.149
Abi Yoyo,Pete Seeger,1966,nan,354.79465,75.153
Ain't Looking Closely,Tift Merritt,2004,nan,265.66485,113.986
Adonis Blue,Voice Of The Beehive,1991,nan,220.23791,95.229
Army Of Lovers,Lee Ryan,2005,nan,175.82975,155.906
Aua - Aua !!!,Capital Inicial,1991,0.270775999,66.58567,94.689
Angel of Music,Andrew Lloyd Webber,1986,0.722036675,162.89914,77.246
Ay Morena,Raimundo Amador,1995,nan,204.45995,114.229
A Girl Like You,Mexican Institute of Sound,2007,0.638979635,222.48444,117.481
Adventures In Solitude,The New Pornographers,2007,0.731188794,256.41751,115.975
Amazing Vanishing Conquest,Sweethead,2009,0.572593045,250.77506,88.971
Acorado,Manuel Tur,2008,0.299877488,456.09751,158.433
Arnold Classics (Tony Senghore Staggering Daggering Remix),Brodinski,2010,nan,436.81914,128.999
Another day,Tune Up!,2005,0.538306731,208.66567,142.006
Ahora,La Pulqueria,2007,0.253834736,176.27383,126.932
Always Never,Porcupine Tree,1993,0.732893415,420.72771,151.926
Angel Eyes,Shirley Bassey,1961,0.310791536,186.85342,73.149
Astray! Astray!,The City on Film,2005,0.413752422,199.75791,128.423
An Evening With El Diablo,Chevelle,2002,0.758762941,345.52118,96.058
All Over Me,Drowning Pool,2001,nan,192.49587,120.97
A Long Walk Home,Walls Of Jericho,2008,0.697497374,196.23138,161.718
Again,Tiffany Evans,2008,0.558399549,278.20363,165.866
American Jungle Theme (Album Version),Sonny Simmons,1997,nan,784.87465,106.619
A New World Arise [ampmix],Colony 5,2005,0,221.33506,240.276
Axx Attack,Krokus,1987,0.367273416,264.6722,88.444
Artificial Light,Infinite Number Of Sounds,2005,0,244.00934,140.141
Any Old Time Of The Day (Album Version),Earl Klugh,1989,0.514270148,214.20363,103.266
Amanita Phalloides,Die Toten Hosen,2002,0.583113597,147.01669,118.979
Automatic Lover,Teddybears Sthlm,2000,0.594359366,195.47383,99.996
Amikor nem vagy velem,Váradi Roma Café,2008,nan,203.44118,186.122
Awaken,Six Organs Of Admittance,2002,0.544514002,103.57506,104.209
Aleine Om Høsten,Vibeke Saugestad,1995,0,279.37914,161.559
All Cats Are Grey,The Cure,1981,nan,335.59465,110.84
aerology (remix by neimo),Jean Michel Jarre,2004,nan,195.36934,122.996
American Nightmare,Tiger Army,2002,0.676477597,90.30485,126.313
American Boom,The Wave Pictures,2010,0.536115092,301.58322,103.4
Ack Like You Know (Amended Album Version),Flo Rida,2008,nan,224.1824,162.031
Alison,Elvis Costello,1977,nan,213.28934,91.627
Auch heute noch,Udo Jürgens,1997,nan,210.20689,129.763
At The Speakeasy,Flow Dynamics,2007,0.437036204,269.68771,126.657
All Alone Blues,Peetie Wheatstraw,1932,nan,189.67465,88.508
Aquarela Do Brasil,Daniela Mercury,2005,0.533029602,273.89342,205.98
Arnold Layne,The Boomtown Rats,1980,nan,191.18975,148.332
Amsterdam,Kris de Bruyne,1994,nan,223.18975,112.38
A Little Too Late (Album Version),Brian McKnight,2006,0.541994747,293.82485,124.084
Approximative,Maxime Le Forestier,1980,0.324058699,200.04526,113.581
Avalon,Dark At Dawn,2006,nan,279.97995,159.863
All Of My Life,Bill Conti,1979,0.521332078,240.19546,123.876
Another Voice,Agnostic Front,2004,0.672683287,122.06975,176.156
A Quarter To Cutthroat (LP Version),Leaders Of The New School,1993,0,292.80608,104.09
Algo Se Esta Rompiendo,Los Rodriguez,1993,0.518759898,222.79791,126.035
Asleep,Languis,2004,0.366372985,307.9571,130.034
All Born Equal,Londonbeat,1992,0.301681757,244.94975,115.516
Ataya,Ismaël Lô,1996,0,348.44689,93.813
All Our Past Times,Eric Clapton,1976,nan,280.63302,99.142
Amazing,Big Money,1992,nan,235.67628,84.261
Anna Maria (All We Need),We The Kings,2009,0.645543023,200.4371,140.035
Anodyne Impulse,Void Construct,2001,0.28469621,359.65342,158.954
Ay Caray,Adalberto Santiago,2007,0.460484845,325.69424,101.462
Around My Heart.,Sandra,1988,nan,198.3473,117.313
A Couple More Years,Ramadanman,2010,0.602380995,287.32036,103.523
A Woman Needs Love,Roy Roberts,1997,nan,261.25016,160.641
Angelus,Desiderii Marginis,2001,0.507489844,259.94404,161.678
Amazing Grace,Andrew Osenga,2002,nan,275.12118,78.319
And The Demon Said&,Remember Remember,2008,0.483977246,79.64689,132.951
